koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_eccen,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_quarters,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag
0,0,0,0,0,9.48803557,170.53875,0.0,0.146,2.9575,616.0,0.022344,3.20796,2.26,0.0853,89.66,793.0,93.59,24.81,0.0,0.0,0.2291,0.4603,5.135849,28.47082,35.8,1.11111e+31,0.6864,5455.0,4.467,0.14,0.927,0.919,291.93423,48.141651,15.347,15.89,15.27,15.114,15.006,14.082,13.751,13.648
